Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Bulldog,5.4,Female,33.9,Dehydration,Vomiting,Diarrhea,Swelling,6,No,Yes,Yes,No,No,No,No,No,No,39.1°C,138,Canine Parvovirus Variant
Dog,German Shepherd,6.4,Male,28.3,Skin_Lesions,Nasal_Discharge,Coughing,Eye_Discharge,2,No,No,No,Yes,No,No,Yes,Yes,Yes,39.7°C,117,Canine Distemper
Cow,Friesian,1.7,Male,644.4,Eye_Discharge,Dehydration,Coughing,Nasal_Discharge,1,No,No,No,Yes,No,No,No,Yes,Yes,39.5°C,81,Respiratory Disease
Cow,Mixed,8.1,Female,421.9,Fever,Anemia,Lethargy,None,2,No,No,No,No,No,No,No,No,No,39.4°C,64,Tick-Borne Disease
Dog,Labrador,2.7,Female,23.1,Itching,Hair_Loss,Skin_Lesions,None,2,No,No,No,No,No,No,Yes,No,No,38.5°C,102,Skin Infection
Cow,Hereford,5.5,Male,419.8,Dehydration,Diarrhea,Vomiting,None,3,No,Yes,Yes,No,No,No,No,No,No,38.9°C,71,Gastrointestinal Infection
Dog,Bulldog,2.3,Male,25.1,Weight_Loss,Appetite_Loss,Diarrhea,Weight_Loss,2,Yes,No,Yes,No,No,No,No,No,No,39.0°C,111,Parasitic Gastroenteritis
Dog,Poodle,5.7,Female,40.7,Diarrhea,Fever,Vomiting,None,7,No,Yes,Yes,No,No,No,No,No,No,40.0°C,118,Salmonella Variant
Dog,Mixed,8.8,Male,33.9,Lethargy,Appetite_Loss,Fever,Lameness,2,Yes,No,No,No,No,Yes,No,No,No,39.4°C,92,Lyme Disease
Cow,Jersey,3.0,Female,247.2,Decreased_Milk,Fever,Swollen_Udder,None,5,No,No,No,No,No,No,No,No,No,39.2°C,70,Mastitis Variant
Dog,German Shepherd,3.3,Male,31.5,Vomiting,Fever,Diarrhea,None,3,No,Yes,Yes,No,No,No,No,No,No,39.1°C,119,Salmonella Variant
Dog,Poodle,7.3,Male,39.2,Diarrhea,Vomiting,Fever,None,10,No,Yes,Yes,No,No,No,No,No,No,38.9°C,115,Salmonella Variant
Dog,Bulldog,1.5,Female,45.7,Swelling,Appetite_Loss,Lethargy,Diarrhea,6,Yes,No,Yes,No,No,No,No,No,No,40.5°C,125,Parvovirus
Cow,Holstein,5.8,Female,408.8,Nasal_Discharge,Diarrhea,Fever,Fever,1,No,No,Yes,No,No,No,No,Yes,No,40.4°C,75,Bovine Viral Diarrhea
Dog,Beagle,3.1,Female,59.1,Appetite_Loss,Vomiting,Lethargy,Diarrhea,1,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,124,Parvovirus
Dog,Labrador,2.7,Female,38.5,Vomiting,Fever,Lethargy,Nasal_Discharge,2,No,Yes,No,No,No,No,No,Yes,No,39.6°C,124,Canine Hepatitis
Cow,Holstein,0.1,Male,489.7,Diarrhea,Fever,Appetite_Loss,Nasal_Discharge,3,Yes,No,Yes,No,No,No,No,Yes,No,39.4°C,82,Bovine Viral Diarrhea
Cow,Holstein,8.4,Male,300.4,Eye_Discharge,Nasal_Discharge,Coughing,None,11,No,No,No,Yes,Yes,No,No,Yes,Yes,39.6°C,76,Respiratory Disease
Cow,Friesian,6.5,Female,452.3,Anemia,Lethargy,Fever,None,8,No,No,No,No,No,No,No,No,No,39.1°C,61,Tick-Borne Disease
Dog,Poodle,5.3,Male,15.7,Weight_Loss,Appetite_Loss,Diarrhea,None,2,Yes,No,Yes,No,No,No,No,No,No,37.9°C,101,Parasitic Gastroenteritis
Dog,Labrador,6.7,Male,16.6,Appetite_Loss,Vomiting,Diarrhea,Lethargy,1,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,123,Gastroenteritis
Dog,Beagle,10.4,Female,32.2,Appetite_Loss,Fever,Jaundice,Lethargy,7,Yes,No,No,No,No,No,No,No,No,40.3°C,112,Canine Leptospirosis
Dog,German Shepherd,1.4,Male,36.0,Lethargy,Appetite_Loss,Diarrhea,Weight_Loss,3,Yes,No,Yes,No,No,No,No,No,No,38.1°C,103,Parasitic Infection
Dog,Beagle,5.2,Female,34.7,Diarrhea,Lethargy,Appetite_Loss,Vomiting,7,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,132,Gastroenteritis
Cow,Holstein,5.8,Female,497.5,Weight_Loss,Drooling,Lameness,Fever,2,No,No,No,No,No,Yes,No,No,No,40.3°C,85,Foot and Mouth Disease
Dog,Beagle,3.1,Male,30.7,Diarrhea,Lethargy,Appetite_Loss,Vomiting,2,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,118,Gastroenteritis
Cow,Holstein,2.1,Male,422.0,Eye_Discharge,Nasal_Discharge,Coughing,None,12,No,No,No,Yes,No,No,No,Yes,Yes,39.3°C,61,Respiratory Disease
Cow,Friesian,4.1,Male,309.4,Vomiting,Dehydration,Diarrhea,None,5,No,Yes,Yes,No,No,No,No,No,No,39.3°C,64,Gastrointestinal Infection
Dog,Mixed,10.8,Female,29.0,Lethargy,Appetite_Loss,Vomiting,Diarrhea,1,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,112,Gastroenteritis
Cow,Angus,1.1,Male,433.8,Diarrhea,Lethargy,Weight_Loss,Decreased_Milk,1,No,No,Yes,No,No,No,No,No,No,38.8°C,62,Johnes Disease
Cow,Mixed,1.0,Female,395.1,Vomiting,Dehydration,Diarrhea,None,1,No,Yes,Yes,No,No,No,No,No,No,38.7°C,67,Gastrointestinal Infection
Cow,Holstein,4.1,Female,670.8,Lethargy,Decreased_Milk,Weight_Loss,Diarrhea,3,No,No,Yes,No,No,No,No,No,No,38.8°C,58,Johnes Disease
Dog,German Shepherd,1.7,Male,43.5,Coughing,Nasal_Discharge,Fever,None,2,No,No,No,Yes,No,No,No,Yes,No,38.8°C,115,Kennel Cough Variant
Cow,Holstein,3.3,Female,392.4,Nasal_Discharge,Coughing,Eye_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,Yes,39.9°C,84,Respiratory Disease
Cow,Holstein,0.1,Female,475.6,Coughing,Fever,Nasal_Discharge,Labored_Breathing,2,No,No,No,Yes,No,No,No,Yes,No,39.8°C,80,Bovine Respiratory Syncytial Virus
Cow,Angus,0.7,Female,542.4,Decreased_Milk,Weight_Loss,Diarrhea,Lethargy,1,No,No,Yes,No,No,No,No,No,No,38.8°C,56,Parasitic Infection
Cow,Mixed,4.7,Female,356.1,Weight_Loss,Lethargy,Fever,Coughing,1,No,No,No,Yes,No,No,No,No,No,39.2°C,63,Bovine Tuberculosis
Dog,Labrador,8.8,Male,37.1,Appetite_Loss,Lethargy,Vomiting,Diarrhea,1,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,136,Parvovirus
Dog,Mixed,5.6,Female,28.3,Diarrhea,Weight_Loss,Appetite_Loss,None,2,Yes,No,Yes,No,No,No,No,No,No,38.6°C,103,Parasitic Gastroenteritis
Dog,German Shepherd,7.1,Male,8.5,Diarrhea,Vomiting,Dehydration,None,1,No,Yes,Yes,No,No,No,No,No,No,40.1°C,120,Canine Parvovirus Variant
Cow,Angus,6.5,Male,282.1,Swollen_Udder,Fever,Decreased_Milk,None,2,No,No,No,No,No,No,No,No,No,40.1°C,64,Mastitis Variant
Dog,Mixed,8.4,Male,46.0,Fever,Vomiting,Fever,Lethargy,4,No,Yes,No,No,No,No,No,No,No,39.4°C,117,Canine Hepatitis
Dog,Beagle,7.4,Male,33.1,Appetite_Loss,Lethargy,Vomiting,Diarrhea,3,Yes,Yes,Yes,No,No,No,No,No,No,39.1°C,118,Gastroenteritis
Dog,Labrador,7.8,Male,48.1,Lethargy,Nasal_Discharge,Eye_Discharge,Coughing,3,No,No,No,Yes,No,No,No,Yes,Yes,39.1°C,114,Kennel Cough
Cow,Mixed,10.7,Female,455.7,Nasal_Discharge,Eye_Discharge,Coughing,None,11,No,No,No,Yes,No,No,No,Yes,Yes,39.5°C,69,Respiratory Disease
Cow,Hereford,6.1,Female,644.7,Nasal_Discharge,Appetite_Loss,Fever,Diarrhea,4,Yes,No,Yes,No,No,No,No,Yes,No,39.5°C,74,Bovine Viral Diarrhea
Cow,Hereford,3.5,Female,568.6,Swollen_Udder,Lethargy,Decreased_Milk,Drooling,2,No,No,No,No,No,No,No,No,No,39.7°C,65,Mastitis
Cow,Friesian,5.9,Female,562.5,Lethargy,Appetite_Loss,Fever,Vomiting,6,Yes,Yes,No,No,No,No,No,No,No,40.2°C,108,Canine Leptospirosis
Cow,Jersey,5.4,Male,471.8,Fever,Coughing,Labored_Breathing,Nasal_Discharge,4,No,No,No,Yes,No,No,No,Yes,No,40.3°C,73,Bovine Respiratory Syncytial Virus
Cow,Angus,4.1,Female,463.6,Eye_Discharge,Fever,Coughing,Nasal_Discharge,1,No,No,No,Yes,No,No,No,Yes,Yes,39.3°C,89,Bovine Respiratory Disease
Dog,Poodle,4.9,Female,12.5,Dehydration,Vomiting,Diarrhea,None,1,No,Yes,Yes,No,No,No,No,No,No,40.1°C,153,Canine Parvovirus Variant
Cow,Friesian,9.4,Female,514.1,Swelling,Diarrhea,Weight_Loss,Decreased_Milk,5,No,No,Yes,No,No,No,No,No,No,38.8°C,61,Parasitic Infection
Cow,Hereford,0.7,Male,479.8,Fever,Lethargy,Dehydration,Diarrhea,11,No,No,Yes,No,No,No,No,No,No,39.8°C,56,Salmonellosis
Cow,Mixed,5.5,Male,395.9,Nasal_Discharge,Eye_Discharge,Coughing,Swelling,2,No,No,No,Yes,No,No,No,Yes,Yes,39.1°C,71,Respiratory Disease
Cow,Holstein,0.3,Male,635.4,Diarrhea,Itching,Lethargy,Fever,3,No,No,Yes,No,No,No,No,No,No,39.9°C,92,Salmonellosis
Dog,Mixed,5.9,Female,26.4,Vomiting,Appetite_Loss,Drooling,Lethargy,1,Yes,Yes,No,No,No,No,No,No,No,40.1°C,130,Parvovirus
Cow,Mixed,1.9,Male,354.6,Fever,Eye_Discharge,Coughing,Dehydration,1,No,No,No,Yes,No,No,No,No,Yes,40.1°C,78,Bovine Respiratory Disease
Cow,Holstein,6.0,Female,601.6,Swollen_Udder,Lethargy,Decreased_Milk,Lethargy,4,No,No,No,No,No,No,No,No,No,39.8°C,76,Mastitis
Cow,Jersey,8.5,Female,395.8,Nasal_Discharge,Weight_Loss,Eye_Discharge,Coughing,2,No,No,No,Yes,No,No,No,Yes,Yes,39.9°C,81,Respiratory Disease
Cow,Mixed,0.1,Female,439.5,Nasal_Discharge,Coughing,Dehydration,Fever,2,No,No,No,Yes,No,No,No,Yes,No,39.9°C,98,Kennel Cough Variant
Dog,Beagle,5.1,Female,15.2,Vomiting,Diarrhea,Fever,None,4,No,Yes,Yes,No,No,No,No,No,No,39.7°C,103,Salmonella Variant
Cow,Angus,8.5,Male,489.8,Appetite_Loss,Weight_Loss,Diarrhea,None,6,Yes,No,Yes,No,No,No,No,No,No,38.2°C,84,Parasitic Gastroenteritis
Dog,Beagle,8.5,Male,29.2,Weight_Loss,Lethargy,Eye_Discharge,Coughing,1,No,No,No,Yes,No,No,No,No,Yes,39.3°C,108,Kennel Cough
Dog,Mixed,9.9,Female,47.5,Fever,Lethargy,Jaundice,Appetite_Loss,15,Yes,No,No,No,No,No,No,No,No,40.1°C,127,Canine Leptospirosis
Dog,Mixed,6.3,Female,36.0,Fever,Vomiting,Lethargy,Jaundice,3,No,Yes,No,No,No,No,No,No,No,39.8°C,116,Canine Leptospirosis
Dog,Labrador,4.6,Female,19.7,Coughing,Skin_Lesions,Eye_Discharge,Nasal_Discharge,9,No,No,No,Yes,No,No,Yes,Yes,Yes,39.8°C,99,Canine Distemper
Dog,Poodle,11.1,Female,37.5,Coughing,Fever,Lethargy,Weight_Loss,1,No,No,No,Yes,No,No,No,No,No,39.2°C,73,Bovine Tuberculosis
Cow,Friesian,11.8,Male,536.8,Dehydration,Diarrhea,Fever,Lethargy,6,No,No,Yes,No,No,No,No,No,No,39.6°C,82,Salmonellosis
Dog,German Shepherd,5.5,Male,23.9,Diarrhea,Vomiting,Fever,None,1,No,Yes,Yes,No,No,No,No,No,No,39.7°C,115,Salmonella Variant
Dog,Mixed,1.0,Female,41.7,Lethargy,Diarrhea,Appetite_Loss,Vomiting,2,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,104,Gastroenteritis
Dog,Labrador,8.5,Female,34.0,Lameness,Pain,Lethargy,Swelling,2,No,No,No,No,No,Yes,No,No,No,38.8°C,84,Arthritis
Cow,Angus,4.1,Female,593.3,Nasal_Discharge,Eye_Discharge,Coughing,None,1,No,No,No,Yes,No,No,No,Yes,Yes,39.7°C,80,Respiratory Disease
Cow,Jersey,2.5,Female,561.1,Coughing,Nasal_Discharge,Fever,Eye_Discharge,2,No,No,No,Yes,No,No,No,Yes,Yes,40.1°C,86,Bovine Respiratory Disease
Dog,Poodle,0.1,Male,20.5,Appetite_Loss,Lameness,Lethargy,Fever,2,Yes,No,No,No,No,Yes,No,No,No,40.1°C,105,Tick-Borne Disease
Cow,Jersey,1.7,Male,325.4,Diarrhea,Vomiting,Dehydration,None,7,No,Yes,Yes,No,No,No,No,No,No,39.2°C,73,Gastrointestinal Infection
Dog,Poodle,4.0,Male,37.4,Lethargy,Eye_Discharge,Nasal_Discharge,Coughing,2,No,No,No,Yes,No,No,No,Yes,Yes,39.5°C,110,Kennel Cough
Cow,Hereford,3.9,Male,366.9,Diarrhea,Appetite_Loss,Nasal_Discharge,Fever,3,Yes,No,Yes,No,No,No,No,Yes,No,39.9°C,79,Bovine Viral Diarrhea
Dog,German Shepherd,5.6,Female,25.1,Skin_Lesions,Itching,Hair_Loss,None,1,No,No,No,No,No,No,Yes,No,No,38.8°C,99,Skin Infection
Cow,Hereford,0.1,Female,405.3,Fever,Nasal_Discharge,Appetite_Loss,Diarrhea,2,Yes,No,Yes,No,No,No,No,Yes,No,40.2°C,81,Bovine Viral Diarrhea
Cow,Holstein,0.1,Male,441.9,Fever,Lethargy,Coughing,Weight_Loss,1,No,No,No,Yes,No,No,No,No,No,38.6°C,72,Bovine Tuberculosis
Cow,Jersey,3.3,Male,389.7,Fever,Labored_Breathing,Coughing,Nasal_Discharge,4,No,No,No,Yes,No,No,No,Yes,No,39.2°C,79,Bovine Respiratory Syncytial Virus
Dog,Poodle,6.9,Female,13.7,Diarrhea,Lethargy,Appetite_Loss,Vomiting,3,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,142,Parvovirus
Dog,Mixed,3.2,Male,33.3,Eye_Discharge,Nasal_Discharge,Lethargy,Coughing,5,No,No,No,Yes,No,No,No,Yes,Yes,39.1°C,101,Kennel Cough
Dog,Poodle,4.6,Male,40.1,Appetite_Loss,Itching,Fever,Lethargy,1,Yes,No,No,No,No,No,No,No,No,39.7°C,107,Lyme Disease
Dog,German Shepherd,7.8,Male,51.5,Fever,Appetite_Loss,Lameness,Lethargy,1,Yes,No,No,No,No,Yes,No,No,No,39.2°C,103,Tick-Borne Disease
Dog,Mixed,4.2,Female,31.2,Weight_Loss,Appetite_Loss,Diarrhea,None,3,Yes,No,Yes,No,No,No,No,No,No,38.6°C,104,Parasitic Gastroenteritis
Cow,Jersey,0.4,Male,555.8,Dehydration,Nasal_Discharge,Coughing,Fever,1,No,No,No,Yes,No,No,No,Yes,No,39.5°C,77,Bovine Respiratory Disease
Cow,Holstein,6.7,Male,460.6,Coughing,Eye_Discharge,Lethargy,Nasal_Discharge,2,No,No,No,Yes,No,No,No,Yes,Yes,39.8°C,85,Respiratory Disease
Dog,German Shepherd,0.1,Female,19.7,Appetite_Loss,Diarrhea,Lethargy,Vomiting,5,Yes,Yes,Yes,No,No,No,No,No,No,40.3°C,117,Gastroenteritis
Dog,Poodle,6.7,Female,44.1,Itching,Hair_Loss,Skin_Lesions,None,3,No,No,No,No,No,No,Yes,No,No,38.0°C,99,Skin Infection
Cow,Jersey,6.2,Male,539.9,Drooling,Fever,Lameness,Weight_Loss,1,No,No,No,No,Yes,Yes,No,No,No,39.8°C,81,Foot and Mouth Disease
Cow,Hereford,4.7,Male,575.3,Swollen_Udder,Swelling,Decreased_Milk,Lethargy,5,No,No,No,No,No,No,No,No,No,39.4°C,80,Mastitis
Cow,Mixed,0.1,Female,341.3,Diarrhea,Lethargy,Decreased_Milk,Weight_Loss,2,No,No,Yes,No,No,No,No,No,No,39.4°C,46,Parasitic Infection
Dog,Mixed,8.9,Female,29.8,Appetite_Loss,Decreased_Milk,Weight_Loss,Diarrhea,2,Yes,No,Yes,No,No,No,No,No,No,38.4°C,95,Parasitic Gastroenteritis
Cow,Angus,7.5,Female,431.5,Lethargy,Weight_Loss,Diarrhea,Decreased_Milk,3,No,No,Yes,No,No,No,No,No,No,38.7°C,51,Johnes Disease
Dog,Bulldog,6.2,Female,41.2,Eye_Discharge,Skin_Lesions,Nasal_Discharge,Coughing,8,No,No,No,Yes,No,No,Yes,Yes,Yes,39.6°C,112,Canine Distemper
Dog,Bulldog,7.3,Female,31.8,Nasal_Discharge,Coughing,Eye_Discharge,Skin_Lesions,2,No,No,No,Yes,Yes,No,Yes,Yes,Yes,40.0°C,106,Canine Distemper
Cow,Mixed,1.9,Male,443.7,Fever,Weight_Loss,Coughing,Lethargy,16,No,No,No,Yes,No,No,No,No,No,39.3°C,67,Bovine Tuberculosis
Cow,Mixed,3.4,Male,575.2,Weight_Loss,Diarrhea,Lethargy,Weight_Loss,3,No,No,Yes,No,No,No,No,No,No,38.8°C,65,Johnes Disease
Cow,Hereford,6.6,Male,376.6,Nasal_Discharge,Fever,Lethargy,Vomiting,3,No,Yes,No,No,No,No,No,Yes,No,39.2°C,124,Canine Hepatitis
Cow,Holstein,7.3,Female,488.2,Vomiting,Fever,Diarrhea,Dehydration,3,No,Yes,Yes,No,No,No,No,No,No,39.5°C,68,Gastrointestinal Infection
Dog,German Shepherd,9.3,Female,35.8,Appetite_Loss,Vomiting,Diarrhea,Lethargy,2,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,130,Parvovirus
Dog,Bulldog,4.1,Female,57.4,Diarrhea,Dehydration,Vomiting,None,4,No,Yes,Yes,No,No,No,No,No,No,39.3°C,133,Canine Parvovirus Variant
Dog,Beagle,0.4,Male,36.2,Vomiting,Diarrhea,Appetite_Loss,Lethargy,4,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,120,Gastroenteritis
Dog,Mixed,0.1,Female,30.3,Swollen_Udder,Fever,Decreased_Milk,None,5,No,No,No,No,No,No,No,No,No,39.7°C,70,Mastitis Variant
Dog,Bulldog,9.3,Male,24.9,Fever,Coughing,Nasal_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,No,38.8°C,128,Kennel Cough Variant
Dog,Poodle,2.5,Female,21.1,Fever,Coughing,Nasal_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,No,39.4°C,113,Kennel Cough Variant
Dog,Poodle,4.3,Female,21.6,Appetite_Loss,Diarrhea,Weight_Loss,None,5,Yes,No,Yes,No,No,No,No,No,No,37.8°C,93,Parasitic Gastroenteritis
Cow,Mixed,2.4,Male,499.4,Eye_Discharge,Coughing,Nasal_Discharge,Fever,1,No,No,No,Yes,No,No,No,Yes,Yes,39.6°C,86,Bovine Respiratory Disease
Cow,Holstein,5.8,Male,434.4,Diarrhea,Fever,Nasal_Discharge,Appetite_Loss,4,Yes,No,Yes,No,No,No,No,Yes,No,39.6°C,82,Bovine Viral Diarrhea
Dog,Bulldog,9.5,Female,18.4,Appetite_Loss,Lethargy,Lameness,Fever,2,Yes,No,No,No,No,Yes,No,No,No,39.3°C,102,Tick-Borne Disease
Dog,Beagle,7.8,Female,41.4,Vomiting,Diarrhea,Lethargy,Appetite_Loss,10,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,118,Parvovirus
Cow,Angus,6.2,Female,398.7,Swollen_Udder,Fever,Decreased_Milk,Lethargy,1,No,No,No,No,No,No,No,No,No,39.1°C,65,Mastitis
Dog,Beagle,10.2,Male,43.8,Lethargy,Nasal_Discharge,Coughing,Eye_Discharge,4,No,No,No,Yes,No,No,No,Yes,Yes,39.6°C,102,Kennel Cough
Cow,Angus,5.6,Female,603.3,Appetite_Loss,Nasal_Discharge,Diarrhea,Fever,10,Yes,No,Yes,No,No,No,No,Yes,No,39.2°C,68,Bovine Viral Diarrhea
Dog,Mixed,6.7,Male,38.6,Vomiting,Fever,Diarrhea,None,12,No,Yes,Yes,No,No,No,No,No,No,39.2°C,128,Salmonella Variant
Cow,Hereford,8.5,Female,402.4,Coughing,Eye_Discharge,Nasal_Discharge,None,7,No,No,No,Yes,No,No,No,Yes,Yes,39.4°C,68,Respiratory Disease
Dog,Bulldog,0.9,Female,16.8,Fever,Lethargy,Appetite_Loss,Lameness,6,Yes,No,No,No,No,Yes,No,No,No,39.2°C,108,Lyme Disease
Dog,Bulldog,4.7,Male,26.2,Lethargy,Coughing,Weight_Loss,Eye_Discharge,3,No,No,No,Yes,No,No,No,No,Yes,39.3°C,114,Kennel Cough
Dog,Labrador,3.7,Female,34.5,Diarrhea,Vomiting,Fever,None,5,No,Yes,Yes,No,No,No,No,No,No,39.9°C,116,Salmonella Variant
Dog,Beagle,5.8,Female,29.4,Coughing,Nasal_Discharge,Lethargy,Eye_Discharge,1,No,No,No,Yes,No,No,No,Yes,Yes,38.8°C,125,Kennel Cough
Cow,Mixed,6.9,Male,347.9,Weight_Loss,Coughing,Lethargy,Fever,1,No,No,No,Yes,No,No,No,No,No,39.2°C,76,Bovine Tuberculosis
Cow,Hereford,0.1,Male,408.2,Dehydration,Diarrhea,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,39.0°C,83,Gastrointestinal Infection
Dog,Bulldog,3.8,Male,10.9,Diarrhea,Vomiting,Fever,None,4,No,Yes,Yes,No,No,No,No,No,No,40.0°C,116,Salmonella Variant
Cow,Holstein,9.3,Male,500.2,Lethargy,Diarrhea,Fever,Dehydration,1,No,No,Yes,No,No,No,No,No,No,40.0°C,75,Salmonellosis
Cow,Friesian,6.3,Female,420.0,Decreased_Milk,Fever,Lethargy,Swollen_Udder,2,No,No,No,No,No,No,No,No,No,39.4°C,76,Mastitis
Dog,Poodle,3.8,Male,41.5,Appetite_Loss,Lameness,Fever,Lethargy,2,Yes,No,No,No,No,Yes,No,No,No,39.7°C,98,Lyme Disease
Cow,Friesian,4.9,Female,414.3,Eye_Discharge,Weight_Loss,Coughing,Lethargy,4,No,No,No,Yes,No,No,No,No,Yes,39.9°C,133,Kennel Cough
Dog,German Shepherd,9.9,Female,40.8,Nasal_Discharge,Lethargy,Fever,Vomiting,2,No,Yes,No,No,No,No,No,Yes,No,39.8°C,120,Canine Hepatitis
Dog,Mixed,3.2,Female,38.2,Appetite_Loss,Vomiting,Diarrhea,Lethargy,7,Yes,Yes,Yes,No,No,No,No,No,No,40.8°C,135,Parvovirus
Cow,Mixed,5.6,Female,538.8,Lethargy,Weight_Loss,Decreased_Milk,Diarrhea,4,No,No,Yes,No,No,No,No,No,No,39.3°C,64,Johnes Disease
Dog,Poodle,1.8,Male,38.4,Lethargy,Fever,Lameness,Appetite_Loss,2,Yes,No,No,No,No,Yes,No,No,No,40.6°C,102,Tick-Borne Disease
Dog,Mixed,6.3,Female,26.9,Fever,Lethargy,Lameness,Appetite_Loss,2,Yes,No,No,No,No,Yes,No,No,No,39.1°C,103,Lyme Disease
Cow,Hereford,6.4,Female,359.1,Coughing,Weight_Loss,Fever,Lethargy,1,No,No,No,Yes,No,No,No,No,No,39.3°C,69,Bovine Tuberculosis
Dog,Mixed,3.5,Male,18.0,Lethargy,Coughing,Nasal_Discharge,Eye_Discharge,3,No,No,No,Yes,No,No,No,Yes,Yes,39.0°C,112,Kennel Cough
Dog,German Shepherd,1.4,Female,46.4,Eye_Discharge,Skin_Lesions,Coughing,Nasal_Discharge,4,No,No,No,Yes,No,No,Yes,Yes,Yes,39.8°C,113,Canine Distemper
Cow,Hereford,7.9,Male,345.3,Diarrhea,Dehydration,Vomiting,None,5,No,Yes,Yes,No,No,No,No,No,No,39.6°C,62,Gastrointestinal Infection
Cow,Angus,8.0,Female,372.1,Labored_Breathing,Drooling,Coughing,Fever,3,No,No,No,Yes,No,No,No,No,No,39.9°C,81,Bovine Respiratory Syncytial Virus
Cow,Angus,5.8,Female,391.0,Fever,Lethargy,Coughing,Weight_Loss,5,No,No,No,Yes,No,No,No,No,No,39.2°C,65,Bovine Tuberculosis
Dog,Beagle,4.7,Male,35.1,Diarrhea,Dehydration,Vomiting,None,7,No,Yes,Yes,No,No,No,No,No,No,40.1°C,119,Canine Parvovirus Variant
Dog,Labrador,5.1,Female,30.3,Vomiting,Appetite_Loss,Diarrhea,Lethargy,2,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,134,Parvovirus
Cow,Hereford,5.2,Male,541.0,Weight_Loss,Lethargy,Decreased_Milk,Diarrhea,1,No,No,Yes,No,No,No,No,No,No,39.1°C,60,Parasitic Infection
Dog,Bulldog,1.7,Female,17.2,Lethargy,Fever,Nasal_Discharge,Vomiting,1,No,Yes,No,No,No,No,No,Yes,No,39.1°C,111,Canine Hepatitis
Dog,Beagle,0.2,Male,11.2,Fever,Vomiting,Diarrhea,None,3,No,Yes,Yes,No,No,No,No,No,No,39.9°C,123,Salmonella Variant
Cow,Angus,3.5,Female,557.8,Nasal_Discharge,Eye_Discharge,Coughing,None,2,No,No,No,Yes,No,No,No,Yes,Yes,39.6°C,77,Respiratory Disease
Dog,Labrador,9.7,Male,31.3,Diarrhea,Vomiting,Lethargy,Appetite_Loss,1,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,116,Gastroenteritis
Cow,Mixed,0.1,Male,474.5,Drooling,Weight_Loss,Lameness,Fever,2,No,No,No,No,No,Yes,No,No,No,40.8°C,79,Foot and Mouth Disease
Dog,Poodle,5.3,Female,36.2,Lethargy,Pain,Lameness,Swelling,3,No,No,No,No,No,Yes,No,No,No,38.8°C,97,Arthritis
Dog,Labrador,4.8,Female,32.4,Eye_Discharge,Coughing,Skin_Lesions,Nasal_Discharge,5,No,No,No,Yes,No,No,Yes,Yes,Yes,40.2°C,113,Canine Distemper
Dog,Labrador,2.8,Male,25.9,Lethargy,Vomiting,Appetite_Loss,Diarrhea,1,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,125,Gastroenteritis
Cow,Jersey,6.1,Female,288.7,Weight_Loss,Lethargy,Fever,Coughing,1,No,No,No,Yes,No,No,No,No,No,38.9°C,67,Bovine Tuberculosis
Cow,Jersey,4.9,Male,200.2,Lethargy,Diarrhea,Weight_Loss,Fever,2,No,No,Yes,No,No,No,No,No,No,39.4°C,61,Bovine Coccidiosis
Cow,Angus,4.7,Female,579.8,Lethargy,Decreased_Milk,Weight_Loss,Diarrhea,2,No,No,Yes,No,No,No,No,No,No,38.9°C,63,Parasitic Infection
Cow,Angus,3.5,Female,481.9,Fever,Appetite_Loss,Nasal_Discharge,Diarrhea,4,Yes,No,Yes,No,No,No,No,Yes,No,39.8°C,74,Bovine Viral Diarrhea
Dog,Labrador,3.3,Male,35.1,Lameness,Fever,Lethargy,Appetite_Loss,3,Yes,No,No,No,No,Yes,No,No,No,39.5°C,111,Lyme Disease
Cow,Angus,4.6,Male,423.6,Anemia,Lethargy,Fever,None,1,No,No,No,No,No,No,No,No,No,39.3°C,75,Tick-Borne Disease
Cow,Angus,5.4,Female,351.8,Weight_Loss,Lethargy,Diarrhea,Decreased_Milk,11,No,No,Yes,No,No,No,No,No,No,39.7°C,68,Parasitic Infection
