Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Jersey,4.2,Female,534.8,Fever,Diarrhea,Dehydration,Weakness,12 days,Yes,Yes,No,Yes,No,No,,,,39.4,104.0,Salmonellosis
Cow,Jersey,1.9,Male,672.3,Weakness,Loss Of Appetite,Abdominal Pain,Bloody Feces,16 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,61.0,Bovine Coccidiosis
Cow,Brown Swiss,9.0,Female,288.3,Diarrhea,Nasal Discharge,Coughing,Lameness,7 hours,No,No,No,No,No,No,No,No,No,38.7°C,51.0,Parasitic Infection
Cow,Simmental,7.89,Female,542.39,Eye Discharge,Nasal Discharge,Coughing,Diarrhea,12 days,No,No,No,Yes,Yes,No,No,Yes,No,38.8°C,79.32,Respiratory Disease
Cow,Sahiwal,6.91,Male,455.06,Swollen Udder,Vomiting,Skin Lesions,Fever,4 days,Yes,No,No,No,No,No,No,No,No,38.5°C,74.53,Mastitis
Cow,Brown Swiss,8.11,Female,738.61,Dehydration,Labored Breathing,Skin Lesions,Skin Lesions,7 days,No,No,No,No,No,No,Yes,Yes,No,40.5°C,48.61,Foot and Mouth Disease
Cow,Jersey,8.2,Male,374.6,Coughing,Fever,Nasal Discharge,Lethargy,20 days,Yes,Yes,No,No,Yes,Yes,,,,40.8,70.0,Bovine Respiratory Disease
Cow,Charolais,3.19,Male,678.63,<missing>,Loss Of Appetite,Coughing,Lethargy,6 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.2°C,90.4,Bovine Mastitis
Cow,Red Angus,9.63,Male,601.56,Anemia,Weight Loss,Skin Lesions,Labored Breathing,15 hours,Yes,No,Yes,No,No,No,No,No,No,38.6°C,85.01,Parasitic Infection
Cow,Shorthorn,8.61,Male,436.97,Fever,Diarrhea,Eye Discharge,Anorexia,7 days,Yes,No,No,No,No,Yes,No,No,No,41.0°C,59.37,Foot and Mouth Disease
Cow,Jersey,5.8,Male,560.4,Weight Loss,Diarrhea,Weakness,Poor Appetite,15 days,Yes,Yes,No,Yes,No,Yes,,,,38,63.0,Johnes Disease
Cow,Hereford,5.3,Female,480.8,Nasal Discharge,Eye Discharge,Skin Lesions,Weight Loss,18 hours,No,No,Yes,No,Yes,No,No,No,No,39.1°C,82.0,Parasitic Infection
Cow,Simmental,0.83,Male,536.72,Skin Lesions,Eye Discharge,Lameness,<missing>,12 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,128.3,Bovine Viral Diarrhea
Cow,Brown Swiss,5.9,Male,524.5,Fever,Coughing,Weakness,Lameness,11 hours,Yes,No,Yes,No,No,No,No,Yes,No,39.0°C,49.0,Bovine Viral Diarrhea
Cow,Guernsey,5.0,Female,600.0,Coughing,Loss Of Appetite,Lethargy,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,39.6°C,85.0,Bovine Tuberculosis
Cow,Brahman,6.0,Female,774.4,Nasal Discharge,Respiratory Signs,Skin Lesions,Diarrhea,4 days,Yes,Yes,Yes,Yes,No,No,No,No,No,38.7°C,61.0,Bovine Viral Diarrhea
Cow,Brahman,0.93,Male,580.63,Vomiting,Coughing,Lameness,<missing>,8 weeks,Yes,No,Yes,No,No,No,Yes,No,No,39.1°C,102.76,Foot and Mouth Disease
Cow,Angus,6.3,Female,399.9,Coughing,Fever,Nasal Discharge,Lethargy,4 days,Yes,Yes,Yes,Yes,No,No,,,,40.2,92.0,Bovine Respiratory Disease
Cow,Sahiwal,7.8,Male,23.3,Fever,Diarrhea,Dehydration,Weakness,19 days,No,No,No,No,No,No,,,,40.5,107.0,Salmonellosis
Cow,Limousin,4.7,Female,631.2,Fever,Dehydration,Skin Lesions,Vomiting,5 days,No,No,No,Yes,Yes,No,No,Yes,Yes,40.3°C,65.0,Respiratory Disease
Cow,Jersey,1.92,Male,574.32,Coughing,Lameness,Lameness,Eye Discharge,4 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,71.27,Foot and Mouth Disease
Cow,Holstein,9.7,Female,370.3,Coughing,Fever,Nasal Discharge,Lethargy,20 days,Yes,No,No,Yes,No,No,,,,40.2,94.0,Bovine Respiratory Disease
Cow,Brown Swiss,4.71,Female,304.5,Nasal Discharge,Fever,Coughing,<missing>,19 days,Yes,No,No,Yes,No,No,,,,37.33,78.67,Bovine Respiratory Syncytial Virus
Cow,Brown Swiss,2.98,Male,586.96,Appetite Loss,Lethargy,Fever,Decreased Milk Yield,7 days,Yes,No,No,No,No,No,No,No,No,39.5°C,66.08,Mastitis
Cow,Red Poll,7.2,Female,381.3,Skin Lesions,Vomiting,Fever,Reduced Appetite,1 days,Yes,No,No,No,No,No,No,No,No,40.2°C,73.0,Mastitis
Cow,Brown Swiss,0.75,Male,404.16,Bloody Feces,Reduced Milk Production,Weakness,<missing>,18 days,Yes,No,Yes,No,No,No,No,No,No,39.4°C,113.05,Bovine Coccidiosis
Cow,Red Angus,6.6,Female,549.8,Diarrhea,Nasal Discharge,Nasal Discharge,Eye Discharge,4 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,74.0,Respiratory Disease
Cow,Belted Galloway,4.0,Female,650.0,Coughing,Loss Of Appetite,Lethargy,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,75.0,Bovine Tuberculosis
Cow,Belted Galloway,8.7,Male,497.9,Diarrhea,Eye Discharge,Coughing,Nasal Discharge,12 days,No,No,No,Yes,Yes,No,No,Yes,No,38.8°C,73.0,Respiratory Disease
Cow,Charolais,2.4,Female,667.4,Labored Breathing,Anorexia,Swollen Udder,Nasal Discharge,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,68.0,Mastitis
Cow,Brown Swiss,8.3,Male,556.4,Lameness,Vomiting,Coughing,Eye Discharge,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,40.3°C,58.0,Respiratory Disease
Cow,Angus,7.65,Female,795.35,Nasal Discharge,Lameness,Dehydration,Skin Lesions,12 days,No,No,No,No,Yes,No,No,No,No,39.0°C,65.75,Parasitic Infection
Cow,Brown Swiss,9.03,Female,450.66,Nasal Discharge,Eye Discharge,Vomiting,Weakness,13 days,No,No,No,No,No,No,No,No,No,39.0°C,62.05,Parasitic Infection
Cow,Brahman,6.04,Male,581.68,Anorexia,Coughing,Dehydration,Fever,1 days,Yes,No,Yes,Yes,No,No,No,No,No,39.8°C,62.26,Bovine Viral Diarrhea
Cow,Guernsey,7.8,Male,641.2,Labored Breathing,Respiratory Signs,Dehydration,Skin Lesions,14 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.2°C,69.0,Bovine Viral Diarrhea
Cow,Brahman,9.62,Male,621.84,Vomiting,Anorexia,Labored Breathing,<missing>,13 days,No,No,No,Yes,No,No,No,Yes,No,40.2°C,49.12,Respiratory Disease
Cow,Shorthorn,5.3,Male,551.4,Lameness,Eye Discharge,Vomiting,Dehydration,1 days,Yes,No,Yes,No,Yes,No,No,No,No,40.8°C,81.0,Bovine Viral Diarrhea
Cow,Angus,0.47,Female,568.61,Dehydration,Lameness,Fever,Eye Discharge,8 days,Yes,No,No,No,No,Yes,No,No,No,39.9°C,130.29,Foot and Mouth Disease
Cow,Guernsey,10.9,Female,574.0,Labored Breathing,Swollen Udder,Reduced Appetite,Skin Lesions,3 days,Yes,No,No,No,No,No,No,No,No,40.6°C,61.0,Mastitis
Cow,Ayrshire,7.69,Female,594.35,Weakness,Lameness,Skin Lesions,Fever,13 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,68.25,Bovine Viral Diarrhea
Cow,Guernsey,0.42,Female,470.42,Weight Loss,<missing>,Diarrhea,Fever,9 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,122.3,Parasitic Infection
Cow,Ayrshire,8.28,Female,497.37,Rumen Issues,Diarrhea,Vomiting,Skin Lesions,12 days,Yes,No,No,No,No,No,Yes,No,No,39.1°C,74.1,Foot and Mouth Disease
Cow,Charolais,10.7,Male,474.0,Vomiting,Weakness,Lameness,Coughing,1 weeks,No,No,No,No,No,No,No,No,No,39.3°C,58.0,Parasitic Infection
Cow,Aberdeen Angus,4.24,Male,588.15,Anorexia,Labored Breathing,Reduced Appetite,Diarrhea,1 days,Yes,Yes,No,No,No,No,No,No,No,38.7°C,58.66,Mastitis
Cow,Holstein,7.03,Female,701.99,<missing>,Diarrhea,Eye Discharge,Coughing,18 hours,No,No,Yes,No,No,No,No,No,No,39.2°C,79.32,Parasitic Infection
Cow,Charolais,4.3,Male,616.1,Anorexia,Reduced Appetite,Labored Breathing,Diarrhea,1 days,Yes,Yes,No,No,No,No,No,No,No,38.7°C,62.0,Mastitis
Cow,Guernsey,6.8,Male,463.6,Nasal Discharge,Diarrhea,Weakness,Coughing,12 days,Yes,No,No,No,No,Yes,Yes,No,No,39.9°C,81.0,Foot and Mouth Disease
Cow,Brown Swiss,9.6,Male,543.6,Fever,Vomiting,Lameness,Dehydration,9 days,Yes,No,No,No,No,No,No,No,No,38.9°C,58.0,Parasitic Infection
Cow,Gir,2.88,Male,684.46,Nasal Discharge,Decreased Milk Yield,Lethargy,Fever,8 days,Yes,No,No,Yes,No,No,No,No,No,39.6°C,78.79,Mastitis
Cow,Brown Swiss,7.4,Male,693.1,Dehydration,Labored Breathing,Skin Lesions,Skin Lesions,7 days,No,No,No,No,No,No,Yes,Yes,No,40.5°C,54.0,Foot and Mouth Disease
Cow,Dexter,1.22,Male,745.16,Coughing,Coughing,Labored Breathing,Fever,1 days,No,No,No,Yes,Yes,No,No,No,No,40.1°C,75.45,Respiratory Disease
Cow,Red Poll,10.37,Female,577.66,Anorexia,Eye Discharge,Labored Breathing,Fever,5 weeks,Yes,No,No,No,No,Yes,Yes,No,No,39.4°C,79.96,Foot and Mouth Disease
Cow,Angus,4.7,Male,587.7,Nasal Discharge,Diarrhea,Skin Lesions,Weakness,10 days,No,No,No,Yes,Yes,No,No,Yes,No,39.1°C,64.0,Respiratory Disease
Cow,Brown Swiss,7.4,Female,483.3,Anorexia,Nasal Discharge,Rumen Issues,Skin Lesions,6 days,No,No,No,No,No,Yes,Yes,No,No,40.1°C,80.0,Foot and Mouth Disease
Cow,Charolais,3.9,Female,427.7,Skin Lesions,Nasal Discharge,Fever,Vomiting,1 days,Yes,No,No,No,No,No,No,No,No,39.4°C,69.0,Parasitic Infection
Cow,Hereford,3.74,Female,591.68,Weakness,Labored Breathing,Diarrhea,Lameness,7 days,No,No,No,No,No,Yes,No,Yes,Yes,39.5°C,67.76,Bovine Viral Diarrhea
Cow,Guernsey,10.3,Male,504.67,Skin Lesions,Anorexia,Fever,Lameness,8 weeks,Yes,No,No,No,No,Yes,No,No,No,39.1°C,64.55,Foot and Mouth Disease
Cow,Belted Galloway,7.37,Male,449.75,Nasal Discharge,Fever,Labored Breathing,Weakness,8 days,No,No,No,No,No,No,No,No,No,38.1°C,46.96,Parasitic Infection
Cow,Jersey,5.31,Female,679.82,<missing>,Coughing,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,39.3°C,79.16,Bovine Tuberculosis
Cow,Gir,3.6,Male,379.7,Fever,Diarrhea,Dehydration,Weakness,15 days,No,Yes,No,Yes,No,No,,,,39.7,118.0,Salmonellosis
Cow,Charolais,8.6,Male,576.55,Lameness,Eye Discharge,Skin Lesions,Diarrhea,7 days,No,No,Yes,Yes,No,No,No,No,No,40.3°C,71.15,Bovine Viral Diarrhea
Cow,Brown Swiss,4.4,Female,580.2,Fever,Labored Breathing,Fever,Dehydration,16 hours,Yes,No,No,No,No,No,No,No,No,40.0°C,72.0,Mastitis
Cow,Angus,7.1,Male,539.1,Fever,Dehydration,Diarrhea,Vomiting,8 days,No,No,Yes,No,No,No,No,Yes,No,39.3°C,59.0,Bovine Viral Diarrhea
Cow,Brown Swiss,0.6,Female,565.4,Eye Discharge,Fever,Fever,Skin Lesions,13 days,Yes,No,No,No,No,Yes,Yes,No,No,40.4°C,117.0,Foot and Mouth Disease
Cow,Ayrshire,8.56,Female,779.92,Vomiting,Diarrhea,<missing>,Diarrhea,21 hours,No,No,Yes,Yes,No,Yes,No,No,No,39.3°C,88.77,Bovine Viral Diarrhea
Cow,Aberdeen Angus,7.75,Male,446.27,Skin Lesions,Rumen Issues,<missing>,Nasal Discharge,6 days,No,No,No,No,No,Yes,Yes,No,No,40.1°C,87.87,Foot and Mouth Disease
Cow,Sahiwal,1.87,Female,348.67,Fever,Labored Breathing,Coughing,Nasal Discharge,11 days,Yes,Yes,No,No,Yes,No,,,,37.49,108.16,Bovine Respiratory Syncytial Virus
Cow,Simmental,6.0,Male,444.01,Respiratory Signs,Nasal Discharge,Anorexia,Eye Discharge,12 days,No,No,Yes,No,No,No,No,Yes,No,39.6°C,44.67,Bovine Viral Diarrhea
Cow,Shorthorn,2.38,Female,703.82,Labored Breathing,Nasal Discharge,Anorexia,Swollen Udder,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,66.54,Mastitis
Cow,Guernsey,3.8,Male,553.2,Nasal Discharge,Labored Breathing,Weakness,Dehydration,21 hours,Yes,No,No,No,No,No,No,No,No,39.1°C,53.0,Mastitis
Cow,Charolais,2.02,Female,568.8,Labored Breathing,Eye Discharge,Fever,Weight Loss,12 days,Yes,No,Yes,Yes,No,No,No,No,No,39.5°C,52.69,Parasitic Infection
Cow,Aberdeen Angus,6.53,Male,680.98,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.4°C,75.08,Bovine Tuberculosis
Cow,Ayrshire,2.17,Male,617.18,Anorexia,Labored Breathing,Swollen Udder,Nasal Discharge,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,67.26,Mastitis
Cow,Holstein,4.1,Female,458.8,Weakness,Labored Breathing,Anorexia,Nasal Discharge,13 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.7°C,67.0,Respiratory Disease
Cow,Ayrshire,0.6,Female,549.8,Weakness,Anorexia,Vomiting,Nasal Discharge,4 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,137.0,Foot and Mouth Disease
Cow,Holstein,5.4,Male,538.9,Weakness,Fever,Dehydration,Diarrhea,5 weeks,Yes,No,No,No,No,No,No,No,No,38.5°C,48.0,Parasitic Infection
Cow,Red Poll,10.08,Male,478.93,Diarrhea,Dehydration,Eye Discharge,Weakness,3 days,Yes,No,No,No,No,Yes,Yes,No,Yes,40.0°C,54.5,Foot and Mouth Disease
Cow,Guernsey,11.9,Male,626.7,Diarrhea,Vomiting,Dehydration,Weight Loss,6 weeks,No,No,Yes,No,No,No,No,No,No,38.7°C,75.0,Parasitic Infection
Cow,Angus,0.3,Male,520.3,Bloody Feces,Reduced Milk Production,Diarrhea,Weakness,11 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,130.0,Bovine Coccidiosis
Cow,Angus,5.72,Female,553.85,Reduced Appetite,Anorexia,Fever,Lameness,11 days,Yes,No,No,No,No,No,No,No,No,39.5°C,66.6,Mastitis
Cow,Red Angus,10.8,Female,560.2,Coughing,Diarrhea,Weakness,Lameness,8 days,Yes,No,No,No,No,No,No,No,No,39.0°C,80.0,Mastitis
Cow,Simmental,7.77,Male,701.05,Lameness,Diarrhea,Dehydration,Coughing,9 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,84.89,Parasitic Infection
Cow,Brown Swiss,2.81,Male,570.43,Lethargy,Appetite Loss,Fever,<missing>,7 days,Yes,No,No,No,No,No,No,No,No,39.5°C,75.9,Mastitis
Cow,Red Poll,4.93,Male,647.97,Fever,Diarrhea,Vomiting,Weakness,17 hours,Yes,No,Yes,Yes,Yes,No,No,No,No,39.5°C,72.81,Bovine Viral Diarrhea
Cow,Brahman,0.76,Female,571.2,Anorexia,Coughing,Coughing,<missing>,11 days,No,No,No,Yes,Yes,No,No,Yes,No,39.5°C,99.14,Respiratory Disease
Cow,Brown Swiss,9.19,Female,528.06,Nasal Discharge,Vomiting,Anemia,Skin Lesions,5 days,Yes,No,No,No,No,No,No,No,No,38.9°C,46.33,Parasitic Infection
Cow,Dexter,0.49,Male,485.88,Skin Lesions,Labored Breathing,Lameness,<missing>,14 days,No,No,Yes,No,No,No,No,No,No,39.2°C,106.17,Parasitic Infection
Cow,Brown Swiss,8.5,Male,613.9,Labored Breathing,Lameness,Dehydration,Skin Lesions,2 days,No,No,Yes,No,No,No,No,No,No,38.5°C,61.0,Parasitic Infection
Cow,Belted Galloway,7.4,Male,631.7,Vomiting,Diarrhea,Nasal Discharge,Dehydration,15 hours,Yes,No,No,Yes,No,No,No,Yes,Yes,39.2°C,50.0,Respiratory Disease
Cow,Belted Galloway,11.1,Female,607.4,Coughing,Fever,Anorexia,Fever,1 days,Yes,No,No,No,No,No,No,No,No,40.3°C,83.0,Mastitis
Cow,Brown Swiss,3.16,Male,646.59,Skin Lesions,Diarrhea,<missing>,Nasal Discharge,2 days,No,No,Yes,No,No,No,No,No,No,38.7°C,62.34,Parasitic Infection
Cow,Red Angus,11.7,Female,602.1,Nasal Discharge,Weakness,Vomiting,Fever,7 weeks,No,No,No,Yes,No,No,No,Yes,No,40.1°C,64.0,Respiratory Disease
Cow,Guernsey,7.0,Male,590.0,Coughing,Lethargy,Loss Of Appetite,Swollen Legs,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,78.0,Bovine Tuberculosis
Cow,Holstein,11.5,Female,577.7,Dehydration,Lameness,Vomiting,Anorexia,6 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,83.0,Parasitic Infection
Cow,Angus,6.7,Male,620.7,Skin Lesions,Coughing,Diarrhea,Labored Breathing,7 days,No,No,Yes,No,No,No,No,No,No,38.7°C,82.0,Parasitic Infection
Cow,Jersey,8.18,Male,583.2,Skin Lesions,Reduced Appetite,Nasal Discharge,Diarrhea,3 days,Yes,No,No,No,No,No,No,No,No,39.5°C,83.6,Mastitis
Cow,Guernsey,2.64,Male,532.37,Fever,Coughing,Lameness,Labored Breathing,15 hours,No,No,No,Yes,Yes,No,No,Yes,No,39.9°C,58.14,Respiratory Disease
Cow,Red Angus,0.31,Male,521.98,Anorexia,Skin Lesions,<missing>,Weight Loss,12 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,120.88,Parasitic Infection
Cow,Guernsey,12.0,Female,598.37,Fever,<missing>,Coughing,Anorexia,17 hours,Yes,No,No,No,No,No,No,No,No,39.5°C,60.87,Mastitis
Cow,Guernsey,9.91,Female,653.06,Coughing,Lameness,Vomiting,Fever,13 days,No,No,Yes,No,No,No,No,Yes,No,38.3°C,77.3,Bovine Viral Diarrhea
Cow,Jersey,0.41,Female,537.47,Nasal Discharge,Weight Loss,Fever,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,141.31,Parasitic Infection
Cow,Simmental,7.6,Male,581.2,Dehydration,Nasal Discharge,Diarrhea,Skin Lesions,1 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,75.0,Respiratory Disease
Cow,Hereford,7.8,Male,623.89,Weakness,Nasal Discharge,Labored Breathing,Diarrhea,12 days,Yes,No,No,No,No,Yes,No,No,No,39.9°C,59.99,Foot and Mouth Disease
Cow,Red Poll,2.69,Female,632.3,Coughing,Labored Breathing,Nasal Discharge,<missing>,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.7°C,61.32,Respiratory Disease
Cow,Angus,1.1,Female,467.9,Diarrhea,Labored Breathing,Rumen Issues,Skin Lesions,6 days,Yes,Yes,No,No,No,Yes,Yes,No,No,40.0°C,55.0,Foot and Mouth Disease
Cow,Ayrshire,2.5,Female,511.8,Diarrhea,Labored Breathing,Anorexia,Fever,9 days,Yes,No,No,No,No,No,No,No,No,39.1°C,61.0,Mastitis
Cow,Holstein,11.8,Male,495.8,Fever,Fever,Swollen Udder,Dehydration,11 days,Yes,No,No,No,No,No,No,No,No,39.9°C,64.0,Mastitis
Cow,Brown Swiss,1.16,Female,327.4,Weakness,Dehydration,Diarrhea,Fever,6 days,Yes,Yes,Yes,Yes,No,No,,,,43.98,85.07,Salmonellosis
Cow,Sahiwal,10.47,Female,530.29,Nasal Discharge,Dehydration,Vomiting,Diarrhea,2 days,No,No,No,Yes,Yes,No,No,No,No,39.7°C,71.27,Respiratory Disease
Cow,Brahman,11.4,Male,404.6,Anorexia,Coughing,Nasal Discharge,Weakness,3 days,No,No,No,Yes,Yes,No,No,Yes,Yes,40.3°C,80.0,Respiratory Disease
Cow,Guernsey,5.0,Male,610.0,Nasal Discharge,Coughing,Labored Breathing,Fever,3 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.9°C,82.0,Bovine Influenza
Cow,Aberdeen Angus,8.5,Male,581.55,Vomiting,Eye Discharge,Coughing,Lameness,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,40.3°C,58.33,Respiratory Disease
Cow,Limousin,1.5,Female,623.0,Dehydration,Coughing,Anorexia,Eye Discharge,9 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.4°C,63.0,Respiratory Disease
Cow,Jersey,4.5,Female,518.8,Weakness,Eye Discharge,Nasal Discharge,Diarrhea,6 days,No,No,Yes,Yes,No,No,No,No,No,39.0°C,61.0,Bovine Viral Diarrhea
Cow,Angus,7.9,Male,421.0,Skin Lesions,Vomiting,Fever,Eye Discharge,6 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,80.0,Bovine Viral Diarrhea
Cow,Guernsey,11.29,Male,501.15,Fever,Fever,Dehydration,Swollen Udder,11 days,Yes,No,No,No,No,No,No,No,No,39.9°C,60.37,Mastitis
Cow,Holstein,0.39,Male,527.3,Fever,Weight Loss,<missing>,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,118.45,Parasitic Infection
Cow,Jersey,6.17,Male,598.46,Fever,Coughing,Dehydration,Anorexia,1 days,Yes,No,Yes,Yes,No,No,No,No,No,39.8°C,52.45,Bovine Viral Diarrhea
Cow,Aberdeen Angus,1.77,Female,376.59,Anorexia,Dehydration,Labored Breathing,<missing>,13 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.3°C,86.08,Respiratory Disease
Cow,Gir,5.64,Female,660.3,Weakness,Lameness,Fever,Anorexia,6 days,Yes,No,No,No,No,No,No,Yes,No,40.1°C,48.18,Mastitis
Cow,Jersey,10.1,Male,532.2,Anorexia,Vomiting,Coughing,Dehydration,8 days,Yes,No,No,Yes,No,No,No,No,No,38.8°C,76.0,Respiratory Disease
Cow,Brahman,7.09,Male,485.24,Weakness,Diarrhea,Nasal Discharge,Skin Lesions,4 days,No,No,No,No,No,No,No,No,No,39.1°C,75.32,Parasitic Infection
Cow,Dexter,7.0,Male,578.4,Eye Discharge,Respiratory Signs,Fever,Coughing,6 weeks,No,No,No,No,Yes,No,No,No,No,40.0°C,80.0,Bovine Viral Diarrhea
Cow,Holstein,7.59,Male,486.13,Skin Lesions,Diarrhea,Nasal Discharge,Weakness,4 days,No,No,No,No,No,No,No,No,No,39.1°C,75.21,Parasitic Infection
Cow,Angus,8.06,Male,634.14,<missing>,Labored Breathing,Eye Discharge,Vomiting,5 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,58.2,Respiratory Disease
Cow,Dexter,8.84,Female,552.36,Weight Loss,Anorexia,Anemia,Diarrhea,9 days,No,No,Yes,No,No,No,No,No,No,38.7°C,71.19,Parasitic Infection
Cow,Belted Galloway,8.18,Male,507.37,Coughing,Labored Breathing,Anemia,Anorexia,13 days,No,No,No,No,No,No,No,No,No,38.7°C,70.36,Parasitic Infection
Cow,Red Angus,3.85,Female,690.41,Loss Of Appetite,Lethargy,Coughing,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,76.01,Bovine Tuberculosis
Cow,Belted Galloway,5.8,Female,461.6,Nasal Discharge,Eye Discharge,Diarrhea,Dehydration,14 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,64.0,Respiratory Disease
Cow,Ayrshire,5.35,Female,209.49,Nasal Discharge,Labored Breathing,Fever,Coughing,16 days,No,No,No,No,No,No,,,,39.9,102.63,Bovine Respiratory Syncytial Virus
Cow,Angus,4.2,Female,434.7,Fever,Coughing,Labored Breathing,Nasal Discharge,16 days,No,Yes,No,Yes,Yes,No,,,,41.5,100.0,Bovine Respiratory Syncytial Virus
Cow,Aberdeen Angus,5.9,Male,629.8,Nasal Discharge,Swollen Udder,Dehydration,Weakness,10 days,Yes,No,No,No,No,No,No,No,No,39.8°C,67.0,Mastitis
Cow,Holstein,6.5,Male,215.6,Fever,Coughing,Labored Breathing,Nasal Discharge,10 days,Yes,Yes,No,No,Yes,No,,,,41,95.0,Bovine Respiratory Syncytial Virus
Cow,Hereford,4.71,Female,568.86,Eye Discharge,Skin Lesions,Vomiting,Weakness,5 days,No,No,No,No,No,Yes,Yes,No,No,39.7°C,67.61,Foot and Mouth Disease
Cow,Red Poll,5.18,Female,641.69,<missing>,Loss Of Appetite,Lethargy,Diarrhea,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.4°C,79.56,Salmonellosis
Cow,Angus,1.8,Female,479.3,Fever,Coughing,Labored Breathing,Nasal Discharge,7 days,Yes,Yes,Yes,Yes,No,No,,,,39.6,82.0,Bovine Respiratory Syncytial Virus
Cow,Dexter,5.78,Female,663.05,Lameness,Coughing,Skin Lesions,Fever,9 hours,Yes,No,No,No,No,No,No,No,No,38.7°C,65.8,Mastitis
Cow,Belted Galloway,8.19,Female,569.44,Lethargy,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.0°C,76.12,Bovine Respiratory Disease
Cow,Brahman,3.7,Male,561.8,Diarrhea,Coughing,Lameness,Skin Lesions,12 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,81.0,Foot and Mouth Disease
Cow,Jersey,6.72,Female,505.51,Lethargy,<missing>,Coughing,Fever,9 days,Yes,No,Yes,Yes,Yes,No,,,,44.26,73.39,Bovine Respiratory Disease
Cow,Aberdeen Angus,0.72,Female,548.41,<missing>,Nasal Discharge,Weight Loss,Lameness,8 days,No,No,Yes,No,No,No,No,No,No,38.8°C,129.15,Parasitic Infection
Cow,Brahman,7.8,Male,559.9,Lameness,Weakness,Dehydration,Reduced Appetite,1 weeks,No,No,No,No,No,No,No,No,No,39.3°C,73.0,Mastitis
Cow,Belted Galloway,2.0,Male,671.0,Skin Lesions,Fever,Dehydration,Nasal Discharge,13 days,Yes,No,No,No,No,No,No,No,No,39.0°C,74.0,Bovine Viral Diarrhea
Cow,Belted Galloway,9.94,Male,521.74,Fever,Dehydration,Anorexia,Labored Breathing,2 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.8°C,66.9,Bovine Viral Diarrhea
Cow,Aberdeen Angus,4.7,Male,512.1,Fever,Dehydration,Coughing,Vomiting,6 days,Yes,No,No,No,No,Yes,Yes,No,No,39.8°C,69.0,Foot and Mouth Disease
Cow,Hereford,7.9,Male,429.3,Nasal Discharge,Labored Breathing,Fever,Weakness,8 days,No,No,No,No,No,No,No,No,No,38.1°C,52.0,Parasitic Infection
Cow,Charolais,3.02,Female,600.23,Labored Breathing,Nasal Discharge,Lameness,Coughing,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.7°C,58.91,Respiratory Disease
Cow,Aberdeen Angus,2.0,Female,524.18,Swollen Udder,Fever,Labored Breathing,Vomiting,12 days,Yes,No,No,No,No,No,No,No,No,40.1°C,59.32,Mastitis
