Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Bulldog,4.4,Male,15.2,Nasal_Discharge,Anorexia,Dehydration,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.4°C,100.0,Kennel Cough
Cow,Shorthorn,2.38,Female,703.82,Labored Breathing,Nasal Discharge,Anorexia,Swollen Udder,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,66.54,Mastitis
Cow,Guernsey,3.8,Male,553.2,Nasal Discharge,Labored Breathing,Weakness,Dehydration,21 hours,Yes,No,No,No,No,No,No,No,No,39.1°C,53.0,Mastitis
Dog,Bulldog,0.42,Female,17.82,Lethargy,Dehydration,Vomiting,Anorexia,4 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,139.94,Parvovirus
Dog,Pit Bull,0.8,Male,22.6,Labored Breathing,Vomiting,Weakness,Lameness,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,153.0,Parvovirus
Dog,Pug,6.73,Female,12.54,Vomiting,Nasal Discharge,Vomiting,Lameness,4 weeks,Yes,No,Yes,No,No,No,No,No,No,38.8°C,90.86,Gastroenteritis
Cow,Charolais,2.02,Female,568.8,Labored Breathing,Eye Discharge,Fever,Weight Loss,12 days,Yes,No,Yes,Yes,No,No,No,No,No,39.5°C,52.69,Parasitic Infection
Cow,Aberdeen Angus,6.53,Male,680.98,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.4°C,75.08,Bovine Tuberculosis
Cow,Ayrshire,2.17,Male,617.18,Anorexia,Labored Breathing,Swollen Udder,Nasal Discharge,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,67.26,Mastitis
Dog,Golden Retriever,4.4,Male,26.8,Jaundice,Pale Gums,Fever,Diarrhea,21 days,No,Yes,Yes,No,No,No,No,No,No,40.1°C,118.0,Tick-Borne Disease
Cow,Holstein,4.1,Female,458.8,Weakness,Labored Breathing,Anorexia,Nasal Discharge,13 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.7°C,67.0,Respiratory Disease
Dog,Cocker Spaniel,4.82,Male,30.36,Lameness,Dehydration,Weakness,Lethargy,5 days,Yes,No,No,No,No,Yes,No,No,No,38.2°C,121.35,Lyme Disease
Cow,Ayrshire,0.6,Female,549.8,Weakness,Anorexia,Vomiting,Nasal Discharge,4 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,137.0,Foot and Mouth Disease
Cow,Holstein,5.4,Male,538.9,Weakness,Fever,Dehydration,Diarrhea,5 weeks,Yes,No,No,No,No,No,No,No,No,38.5°C,48.0,Parasitic Infection
Dog,Corgi,1.0,Male,11.6,Diarrhea,Skin Lesions,Anorexia,Eye Discharge,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,78.0,Parvovirus
Dog,Labrador Retriever,1.2,Male,40.5,Dehydration,Nasal Discharge,Diarrhea,Eye Discharge,5 days,Yes,Yes,No,No,No,No,No,No,No,38.6°C,129.0,Gastroenteritis
Dog,Doberman Pinscher,3.4,Female,17.1,Lameness,Diarrhea,Nasal Discharge,Coughing,7 days,No,No,No,No,Yes,No,No,No,No,38.6°C,71.0,Kennel Cough
Dog,Pit Bull,4.0,Female,35.0,Lethargy,Vomiting,Loss Of Appetite,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.0°C,125.0,Leptospirosis
Dog,Dachshund,9.37,Female,17.77,Fever,Vomiting,Jaundice,Abdominal Pain,18 days,Yes,Yes,No,No,No,Yes,,,,37.3,83.36,Canine Hepatitis
Dog,Dachshund,0.49,Male,13.77,Diarrhea,Nasal Discharge,Fever,Coughing,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,146.0,Parvovirus
Dog,Pug,3.89,Male,30.34,Loss Of Appetite,<missing>,Vomiting,Fever,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,98.88,Canine Parvovirus
Dog,Labrador Retriever,6.1,Male,26.38,Fever,Coughing,Eye Discharge,Nasal Discharge,6 days,No,No,No,Yes,No,No,No,No,No,38.3°C,90.18,Kennel Cough
Dog,Golden Retriever,2.94,Female,31.6,Eye Discharge,Coughing,Labored Breathing,Lameness,19 hours,No,No,No,No,No,Yes,No,No,No,38.6°C,61.46,Lyme Disease
Dog,Husky,5.74,Male,21.47,Fever,Abdominal Pain,Vomiting,Jaundice,10 days,No,Yes,No,No,No,No,,,,39.76,81.45,Canine Hepatitis
Cow,Red Poll,10.08,Male,478.93,Diarrhea,Dehydration,Eye Discharge,Weakness,3 days,Yes,No,No,No,No,Yes,Yes,No,Yes,40.0°C,54.5,Foot and Mouth Disease
Dog,Boxer,9.3,Female,25.2,Labored Breathing,Fever,Nasal Discharge,Dehydration,9 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,84.0,Lyme Disease
Cow,Guernsey,11.9,Male,626.7,Diarrhea,Vomiting,Dehydration,Weight Loss,6 weeks,No,No,Yes,No,No,No,No,No,No,38.7°C,75.0,Parasitic Infection
Dog,Pit Bull,6.11,Female,13.89,Joint Pain,Limping,Difficulty Rising,Change In Gait,8 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,68.67,Arthritis
Cow,Angus,0.3,Male,520.3,Bloody Feces,Reduced Milk Production,Diarrhea,Weakness,11 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,130.0,Bovine Coccidiosis
Cow,Angus,5.72,Female,553.85,Reduced Appetite,Anorexia,Fever,Lameness,11 days,Yes,No,No,No,No,No,No,No,No,39.5°C,66.6,Mastitis
Cow,Red Angus,10.8,Female,560.2,Coughing,Diarrhea,Weakness,Lameness,8 days,Yes,No,No,No,No,No,No,No,No,39.0°C,80.0,Mastitis
Cow,Simmental,7.77,Male,701.05,Lameness,Diarrhea,Dehydration,Coughing,9 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,84.89,Parasitic Infection
Cow,Brown Swiss,2.81,Male,570.43,Lethargy,Appetite Loss,Fever,<missing>,7 days,Yes,No,No,No,No,No,No,No,No,39.5°C,75.9,Mastitis
Cow,Red Poll,4.93,Male,647.97,Fever,Diarrhea,Vomiting,Weakness,17 hours,Yes,No,Yes,Yes,Yes,No,No,No,No,39.5°C,72.81,Bovine Viral Diarrhea
Cow,Brahman,0.76,Female,571.2,Anorexia,Coughing,Coughing,<missing>,11 days,No,No,No,Yes,Yes,No,No,Yes,No,39.5°C,99.14,Respiratory Disease
Dog,Beagle,7.1,Female,33.9,Fever,Diarrhea,Dehydration,Weakness,15 days,No,Yes,No,No,Yes,No,,,,39.6,80.0,Salmonellosis
Dog,Poodle,0.9,Male,24.1,Weakness,Vomiting,Coughing,Diarrhea,8 days,Yes,Yes,Yes,Yes,No,No,No,No,No,41.1°C,159.0,Parvovirus
Cow,Brown Swiss,9.19,Female,528.06,Nasal Discharge,Vomiting,Anemia,Skin Lesions,5 days,Yes,No,No,No,No,No,No,No,No,38.9°C,46.33,Parasitic Infection
Cow,Dexter,0.49,Male,485.88,Skin Lesions,Labored Breathing,Lameness,<missing>,14 days,No,No,Yes,No,No,No,No,No,No,39.2°C,106.17,Parasitic Infection
Dog,Beagle,8.7,Male,7.7,Jaundice,Fever,Vomiting,Diarrhea,12 days,Yes,No,Yes,Yes,No,No,,,,39.41,84.37,Canine Leptospirosis
Dog,Shih Tzu,1.21,Female,11.21,Dehydration,Vomiting,<missing>,Anorexia,10 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,91.63,Kennel Cough
Dog,German Shepherd,7.65,Female,11.18,Coughing,Dehydration,Skin Lesions,Appetite Loss,21 hours,Yes,No,Yes,No,No,No,No,No,No,38.9°C,123.6,Gastroenteritis
Dog,Corgi,8.1,Female,12.3,Coughing,Skin Lesions,Appetite Loss,Dehydration,21 hours,Yes,No,Yes,No,No,No,No,No,No,38.9°C,116.0,Gastroenteritis
Cow,Brown Swiss,8.5,Male,613.9,Labored Breathing,Lameness,Dehydration,Skin Lesions,2 days,No,No,Yes,No,No,No,No,No,No,38.5°C,61.0,Parasitic Infection
Cow,Belted Galloway,7.4,Male,631.7,Vomiting,Diarrhea,Nasal Discharge,Dehydration,15 hours,Yes,No,No,Yes,No,No,No,Yes,Yes,39.2°C,50.0,Respiratory Disease
Dog,Akita,9.3,Female,-7.9,Nasal_Discharge,Fever,Anorexia,Weakness,13 days,No,No,No,Yes,No,No,No,No,No,38.9°C,95.0,Kennel Cough
Dog,Akita,8.29,Male,28.52,Appetite Loss,Vomiting,Lethargy,Anorexia,20 hours,Yes,No,Yes,No,No,No,No,No,No,38.7°C,136.38,Gastroenteritis
Cow,Belted Galloway,11.1,Female,607.4,Coughing,Fever,Anorexia,Fever,1 days,Yes,No,No,No,No,No,No,No,No,40.3°C,83.0,Mastitis
Cow,Brown Swiss,3.16,Male,646.59,Skin Lesions,Diarrhea,<missing>,Nasal Discharge,2 days,No,No,Yes,No,No,No,No,No,No,38.7°C,62.34,Parasitic Infection
Dog,Poodle,0.66,Male,17.05,Lameness,Fever,Labored Breathing,Eye Discharge,14 days,Yes,No,No,No,No,No,No,No,No,38.5°C,164.99,Lyme Disease
Dog,Labrador Retriever,3.84,Female,31.04,Appetite Loss,<missing>,Fever,Swelling,10 days,Yes,No,No,No,No,Yes,No,No,No,39.5°C,118.77,Arthritis
Cow,Red Angus,11.7,Female,602.1,Nasal Discharge,Weakness,Vomiting,Fever,7 weeks,No,No,No,Yes,No,No,No,Yes,No,40.1°C,64.0,Respiratory Disease
Dog,Siberian Husky,1.0,Male,25.5,Diarrhea,Lethargy,Coughing,Weakness,11 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,127.0,Parvovirus
Cow,Guernsey,7.0,Male,590.0,Coughing,Lethargy,Loss Of Appetite,Swollen Legs,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,78.0,Bovine Tuberculosis
Dog,Akita,4.33,Female,32.66,Nasal Discharge,<missing>,Lameness,Lameness,1 days,No,No,No,No,No,Yes,No,No,No,38.9°C,66.52,Lyme Disease
Cow,Holstein,11.5,Female,577.7,Dehydration,Lameness,Vomiting,Anorexia,6 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,83.0,Parasitic Infection
Cow,Angus,6.7,Male,620.7,Skin Lesions,Coughing,Diarrhea,Labored Breathing,7 days,No,No,Yes,No,No,No,No,No,No,38.7°C,82.0,Parasitic Infection
Cow,Jersey,8.18,Male,583.2,Skin Lesions,Reduced Appetite,Nasal Discharge,Diarrhea,3 days,Yes,No,No,No,No,No,No,No,No,39.5°C,83.6,Mastitis
Cow,Guernsey,2.64,Male,532.37,Fever,Coughing,Lameness,Labored Breathing,15 hours,No,No,No,Yes,Yes,No,No,Yes,No,39.9°C,58.14,Respiratory Disease
Cow,Red Angus,0.31,Male,521.98,Anorexia,Skin Lesions,<missing>,Weight Loss,12 days,Yes,No,Yes,No,No,No,No,No,No,39.3°C,120.88,Parasitic Infection
Dog,Corgi,0.5,Male,14.6,Eye Discharge,Coughing,Labored Breathing,Diarrhea,12 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,154.0,Parvovirus
Dog,Shih Tzu,5.05,Female,14.27,Fever,Vomiting,Jaundice,<missing>,19 days,Yes,Yes,No,No,No,No,,,,35.55,126.58,Canine Leptospirosis
Cow,Guernsey,12.0,Female,598.37,Fever,<missing>,Coughing,Anorexia,17 hours,Yes,No,No,No,No,No,No,No,No,39.5°C,60.87,Mastitis
Cow,Guernsey,9.91,Female,653.06,Coughing,Lameness,Vomiting,Fever,13 days,No,No,Yes,No,No,No,No,Yes,No,38.3°C,77.3,Bovine Viral Diarrhea
Cow,Jersey,0.41,Female,537.47,Nasal Discharge,Weight Loss,Fever,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,141.31,Parasitic Infection
Cow,Simmental,7.6,Male,581.2,Dehydration,Nasal Discharge,Diarrhea,Skin Lesions,1 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,75.0,Respiratory Disease
Dog,Dachshund,4.38,Male,15.44,<missing>,Dehydration,Anorexia,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.4°C,96.52,Kennel Cough
Cow,Hereford,7.8,Male,623.89,Weakness,Nasal Discharge,Labored Breathing,Diarrhea,12 days,Yes,No,No,No,No,Yes,No,No,No,39.9°C,59.99,Foot and Mouth Disease
Dog,Akita,0.68,Male,32.22,Vomiting,Lethargy,Fever,Eye Discharge,12 days,Yes,No,No,No,No,No,No,No,No,40.1°C,152.25,Parvovirus
Dog,Poodle,1.1,Female,10.9,Nasal_Discharge,Dehydration,Vomiting,Anorexia,10 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,93.0,Kennel Cough
Cow,Red Poll,2.69,Female,632.3,Coughing,Labored Breathing,Nasal Discharge,<missing>,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.7°C,61.32,Respiratory Disease
Cow,Angus,1.1,Female,467.9,Diarrhea,Labored Breathing,Rumen Issues,Skin Lesions,6 days,Yes,Yes,No,No,No,Yes,Yes,No,No,40.0°C,55.0,Foot and Mouth Disease
Dog,Golden Retriever,5.71,Male,13.78,Fever,Dehydration,Labored Breathing,Diarrhea,19 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,38.6°C,117.93,Kennel Cough
Cow,Ayrshire,2.5,Female,511.8,Diarrhea,Labored Breathing,Anorexia,Fever,9 days,Yes,No,No,No,No,No,No,No,No,39.1°C,61.0,Mastitis
Cow,Holstein,11.8,Male,495.8,Fever,Fever,Swollen Udder,Dehydration,11 days,Yes,No,No,No,No,No,No,No,No,39.9°C,64.0,Mastitis
Cow,Brown Swiss,1.16,Female,327.4,Weakness,Dehydration,Diarrhea,Fever,6 days,Yes,Yes,Yes,Yes,No,No,,,,43.98,85.07,Salmonellosis
Dog,Akita,3.73,Male,11.23,Reduced Appetite,Lethargy,Sneezing,Nasal Discharge,3 days,Yes,No,No,No,No,No,No,Yes,No,39.8°C,66.79,Canine Influenza
Dog,Labrador,9.6,Male,36.9,Lethargy,Diarrhea,Vomiting,Weakness,2 days,Yes,Yes,No,No,No,Yes,No,No,No,38.8°C,62.0,Gastroenteritis
Cow,Sahiwal,10.47,Female,530.29,Nasal Discharge,Dehydration,Vomiting,Diarrhea,2 days,No,No,No,Yes,Yes,No,No,No,No,39.7°C,71.27,Respiratory Disease
Dog,Corgi,10.1,Female,8.4,Coughing,Labored Breathing,Lameness,Anorexia,10 days,Yes,No,No,No,No,Yes,No,No,No,38.6°C,122.0,Lyme Disease
Dog,Shih Tzu,8.0,Female,8.0,Lethargy,Vomiting,Diarrhea,Loss Of Appetite,5 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.0°C,130.0,Canine Hepatitis
Cow,Brahman,11.4,Male,404.6,Anorexia,Coughing,Nasal Discharge,Weakness,3 days,No,No,No,Yes,Yes,No,No,Yes,Yes,40.3°C,80.0,Respiratory Disease
Dog,Boxer,7.9,Male,31.3,Appetite Loss,Vomiting,Lethargy,Anorexia,20 hours,Yes,No,Yes,No,No,No,No,No,No,38.7°C,126.0,Gastroenteritis
Dog,Labrador Retriever,3.09,Female,21.2,Labored Breathing,Eye Discharge,Skin Lesions,Weakness,12 days,Yes,No,Yes,Yes,Yes,Yes,No,No,No,40.1°C,106.45,Canine Distemper
Cow,Guernsey,5.0,Male,610.0,Nasal Discharge,Coughing,Labored Breathing,Fever,3 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.9°C,82.0,Bovine Influenza
Cow,Aberdeen Angus,8.5,Male,581.55,Vomiting,Eye Discharge,Coughing,Lameness,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,40.3°C,58.33,Respiratory Disease
Cow,Limousin,1.5,Female,623.0,Dehydration,Coughing,Anorexia,Eye Discharge,9 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.4°C,63.0,Respiratory Disease
Dog,Doberman Pinscher,6.4,Female,18.9,Anorexia,Loss Of Appetite,Fever,Dehydration,8 days,No,No,No,No,No,Yes,No,No,No,38.2°C,112.0,Lyme Disease
Dog,Dalmatian,3.6,Male,25.3,Dehydration,Fever,Diarrhea,Anorexia,14 days,No,No,No,No,No,No,No,Yes,No,38.4°C,76.0,Kennel Cough
Dog,Akita,6.0,Male,35.0,Lethargy,Loss Of Appetite,Fever,Vomiting,6 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.5°C,130.0,Canine Hepatitis
Cow,Jersey,4.5,Female,518.8,Weakness,Eye Discharge,Nasal Discharge,Diarrhea,6 days,No,No,Yes,Yes,No,No,No,No,No,39.0°C,61.0,Bovine Viral Diarrhea
Dog,Golden Retriever,8.84,Female,26.32,<missing>,Lethargy,Neurological Signs,Diarrhea,15 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,121.84,Tick-Borne Disease
Dog,Dachshund,6.18,Female,42.93,Loss Of Appetite,Lethargy,Vomiting,Coughing,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,129.06,Canine Distemper
Dog,Labrador,9.18,Male,22.97,Fever,Dehydration,Labored Breathing,Nasal Discharge,9 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,83.12,Lyme Disease
Dog,Labrador Retriever,3.3,Female,26.0,Persistent Cough,Lethargy,Nasal Discharge,Sneezing,1 weeks,Yes,No,No,Yes,Yes,No,No,Yes,No,39.8°C,120.0,Canine Influenza
Cow,Angus,7.9,Male,421.0,Skin Lesions,Vomiting,Fever,Eye Discharge,6 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,80.0,Bovine Viral Diarrhea
Dog,Beagle,6.7,Female,16.5,Fever,Vomiting,Abdominal Pain,Jaundice,20 days,Yes,No,Yes,Yes,No,Yes,,,,39.2,113.0,Canine Hepatitis
Cow,Guernsey,11.29,Male,501.15,Fever,Fever,Dehydration,Swollen Udder,11 days,Yes,No,No,No,No,No,No,No,No,39.9°C,60.37,Mastitis
Dog,Labrador Retriever,10.91,Female,27.97,Coughing,Skin Lesions,Anorexia,Nasal Discharge,12 days,Yes,No,No,No,No,No,No,No,No,39.1°C,95.88,Lyme Disease
Cow,Holstein,0.39,Male,527.3,Fever,Weight Loss,<missing>,Diarrhea,9 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,118.45,Parasitic Infection
Dog,Poodle,8.0,Male,15.0,Coughing,Labored Breathing,Lethargy,Appetite Loss,1 week,Yes,No,Yes,No,Yes,No,No,No,Yes,39.3°C,126.0,Kennel Cough
Dog,Labrador,3.96,Male,4.65,Vomiting,Fever,Lethargy,Loss Of Appetite,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,110.77,Canine Parvovirus
Dog,Akita,7.2,Male,20.7,Eye_Discharge,Nasal_Discharge,Weakness,Eye Discharge,11 hours,No,No,No,Yes,No,No,No,Yes,No,39.0°C,101.0,Kennel Cough
Dog,Chihuahua,7.58,Male,26.23,Lethargy,Joint Pain,Change In Gait,Difficulty Rising,2 weeks,No,No,No,No,No,Yes,No,No,No,38.8°C,123.64,Arthritis
Dog,Dalmatian,8.6,Male,27.5,Diarrhea,Weakness,Coughing,Fever,3 days,Yes,Yes,No,No,No,No,No,No,No,39.0°C,66.0,Gastroenteritis
Cow,Jersey,6.17,Male,598.46,Fever,Coughing,Dehydration,Anorexia,1 days,Yes,No,Yes,Yes,No,No,No,No,No,39.8°C,52.45,Bovine Viral Diarrhea
Cow,Aberdeen Angus,1.77,Female,376.59,Anorexia,Dehydration,Labored Breathing,<missing>,13 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.3°C,86.08,Respiratory Disease
Dog,Bulldog,11.3,Female,14.1,Pale Gums,Lethargy,Diarrhea,Neurological Signs,7 days,Yes,No,Yes,No,No,Yes,No,No,No,39.7°C,96.0,Tick-Borne Disease
Cow,Gir,5.64,Female,660.3,Weakness,Lameness,Fever,Anorexia,6 days,Yes,No,No,No,No,No,No,Yes,No,40.1°C,48.18,Mastitis
Cow,Jersey,10.1,Male,532.2,Anorexia,Vomiting,Coughing,Dehydration,8 days,Yes,No,No,Yes,No,No,No,No,No,38.8°C,76.0,Respiratory Disease
Cow,Brahman,7.09,Male,485.24,Weakness,Diarrhea,Nasal Discharge,Skin Lesions,4 days,No,No,No,No,No,No,No,No,No,39.1°C,75.32,Parasitic Infection
Cow,Dexter,7.0,Male,578.4,Eye Discharge,Respiratory Signs,Fever,Coughing,6 weeks,No,No,No,No,Yes,No,No,No,No,40.0°C,80.0,Bovine Viral Diarrhea
Cow,Holstein,7.59,Male,486.13,Skin Lesions,Diarrhea,Nasal Discharge,Weakness,4 days,No,No,No,No,No,No,No,No,No,39.1°C,75.21,Parasitic Infection
Cow,Angus,8.06,Male,634.14,<missing>,Labored Breathing,Eye Discharge,Vomiting,5 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,58.2,Respiratory Disease
Cow,Dexter,8.84,Female,552.36,Weight Loss,Anorexia,Anemia,Diarrhea,9 days,No,No,Yes,No,No,No,No,No,No,38.7°C,71.19,Parasitic Infection
Dog,Dachshund,10.81,Male,3.68,Eye Discharge,Fever,Vomiting,Diarrhea,2 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,88.0,Lyme Disease
Cow,Belted Galloway,8.18,Male,507.37,Coughing,Labored Breathing,Anemia,Anorexia,13 days,No,No,No,No,No,No,No,No,No,38.7°C,70.36,Parasitic Infection
Cow,Red Angus,3.85,Female,690.41,Loss Of Appetite,Lethargy,Coughing,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,76.01,Bovine Tuberculosis
Cow,Belted Galloway,5.8,Female,461.6,Nasal Discharge,Eye Discharge,Diarrhea,Dehydration,14 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,64.0,Respiratory Disease
Cow,Ayrshire,5.35,Female,209.49,Nasal Discharge,Labored Breathing,Fever,Coughing,16 days,No,No,No,No,No,No,,,,39.9,102.63,Bovine Respiratory Syncytial Virus
Cow,Angus,4.2,Female,434.7,Fever,Coughing,Labored Breathing,Nasal Discharge,16 days,No,Yes,No,Yes,Yes,No,,,,41.5,100.0,Bovine Respiratory Syncytial Virus
Dog,Beagle,1.03,Female,10.42,Nasal_Discharge,Vomiting,Anorexia,Dehydration,10 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,85.81,Kennel Cough
Cow,Aberdeen Angus,5.9,Male,629.8,Nasal Discharge,Swollen Udder,Dehydration,Weakness,10 days,Yes,No,No,No,No,No,No,No,No,39.8°C,67.0,Mastitis
Cow,Holstein,6.5,Male,215.6,Fever,Coughing,Labored Breathing,Nasal Discharge,10 days,Yes,Yes,No,No,Yes,No,,,,41,95.0,Bovine Respiratory Syncytial Virus
Dog,Chihuahua,4.4,Female,6.2,Fever,Eye Discharge,Lameness,Eye_Discharge,3 weeks,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,39.9°C,126.0,Canine Distemper
Dog,Corgi,0.5,Male,14.1,Anorexia,Lethargy,Diarrhea,Fever,10 days,No,Yes,Yes,No,No,No,No,No,No,39.4°C,130.0,Parvovirus
Cow,Hereford,4.71,Female,568.86,Eye Discharge,Skin Lesions,Vomiting,Weakness,5 days,No,No,No,No,No,Yes,Yes,No,No,39.7°C,67.61,Foot and Mouth Disease
Dog,Labrador Retriever,0.4,Female,25.7,Fever,Labored Breathing,Fever,Anorexia,7 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,129.0,Parvovirus
Dog,Dachshund,1.45,Male,11.4,<missing>,Jaundice,Vomiting,Diarrhea,8 days,Yes,Yes,Yes,Yes,No,Yes,,,,37.99,98.68,Canine Leptospirosis
Cow,Red Poll,5.18,Female,641.69,<missing>,Loss Of Appetite,Lethargy,Diarrhea,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.4°C,79.56,Salmonellosis
Cow,Angus,1.8,Female,479.3,Fever,Coughing,Labored Breathing,Nasal Discharge,7 days,Yes,Yes,Yes,Yes,No,No,,,,39.6,82.0,Bovine Respiratory Syncytial Virus
Cow,Dexter,5.78,Female,663.05,Lameness,Coughing,Skin Lesions,Fever,9 hours,Yes,No,No,No,No,No,No,No,No,38.7°C,65.8,Mastitis
Cow,Belted Galloway,8.19,Female,569.44,Lethargy,Nasal Discharge,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,40.0°C,76.12,Bovine Respiratory Disease
Dog,Rottweiler,2.5,Male,61.8,Weakness,Eye_Discharge,Lameness,Nasal_Discharge,10 days,Yes,No,Yes,Yes,No,No,No,Yes,No,38.3°C,127.0,Kennel Cough
Dog,Pug,9.5,Female,24.3,Coughing,Loss Of Appetite,Vomiting,Lameness,6 hours,Yes,No,No,No,No,Yes,No,No,No,38.3°C,95.69,Lyme Disease
Dog,Dalmatian,13.4,Female,14.7,Reluctance To Play,Stiffness,Change In Gait,Joint Pain,14 days,No,No,No,No,No,Yes,No,No,No,39.2°C,107.0,Arthritis
Cow,Brahman,3.7,Male,561.8,Diarrhea,Coughing,Lameness,Skin Lesions,12 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,81.0,Foot and Mouth Disease
Cow,Jersey,6.72,Female,505.51,Lethargy,<missing>,Coughing,Fever,9 days,Yes,No,Yes,Yes,Yes,No,,,,44.26,73.39,Bovine Respiratory Disease
Dog,Cocker Spaniel,0.92,Male,-0.83,Lethargy,Vomiting,Fever,Lameness,6 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,146.99,Parvovirus
Dog,Bulldog,3.2,Male,8.8,Skin Lesions,Lameness,Weakness,Fever,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,84.0,Canine Distemper
Dog,Labrador,5.69,Male,23.05,Diarrhea,Fever,Weakness,Dehydration,15 days,Yes,Yes,Yes,No,No,Yes,,,,43.68,97.17,Salmonellosis
Dog,Yorkshire Terrier,11.5,Male,2.2,Anorexia,Dehydration,Diarrhea,Lethargy,7 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,104.0,Gastroenteritis
Cow,Aberdeen Angus,0.72,Female,548.41,<missing>,Nasal Discharge,Weight Loss,Lameness,8 days,No,No,Yes,No,No,No,No,No,No,38.8°C,129.15,Parasitic Infection
Dog,Dachshund,5.3,Male,24.1,Fever,Coughing,Diarrhea,Eye_Discharge,12 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,39.8°C,71.0,Canine Distemper
Dog,Corgi,7.36,Male,55.05,Labored Breathing,Eye Discharge,Coughing,<missing>,4 weeks,No,No,No,No,Yes,No,No,Yes,No,39.9°C,89.11,Canine Distemper
Dog,Cocker Spaniel,9.0,Male,24.58,Labored Breathing,Fever,Coughing,Anorexia,14 days,No,No,No,Yes,Yes,No,No,Yes,No,38.6°C,71.39,Kennel Cough
Dog,Rottweiler,8.0,Male,24.5,Loss Of Appetite,Lethargy,Vomiting,Diarrhea,21 days,Yes,Yes,Yes,No,Yes,Yes,No,No,No,39.5°C,62.0,Tick-Borne Disease
Dog,Husky,2.59,Female,15.11,Eye_Discharge,Diarrhea,<missing>,Lameness,4 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.0°C,116.29,Canine Distemper
Dog,Corgi,3.4,Female,14.0,Dehydration,Skin Lesions,Lameness,Nasal_Discharge,6 hours,No,No,Yes,No,Yes,No,No,No,Yes,40.8°C,80.0,Canine Distemper
